C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_277.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_277.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_277.jpg, 0, 0, 0, 7.769962E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_378.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_378.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_378.jpg, 0, 0, 0, 7.937096E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_479.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_479.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_479.jpg, 0, 0, 0, 7.855154E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_583.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_583.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_583.jpg, 0, 0, 0, 7.863102E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_685.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_685.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_685.jpg, 0, 0, 0, 7.827685E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_788.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_788.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_788.jpg, 0, 0, 0, 7.961466E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_890.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_890.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_890.jpg, 0, 0, 0, 7.823647E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_31_991.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_31_991.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_31_991.jpg, 0, 0, 0, 7.963837E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_094.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_094.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_094.jpg, 0, 0, 0, 7.87141E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_195.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_195.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_195.jpg, 0, 0, 0, 7.935691E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_297.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_297.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_297.jpg, 0, 0, 0, 7.766928E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_398.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_398.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_398.jpg, 0, 0, 0, 7.944649E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_500.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_500.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_500.jpg, 0, 0, 0, 7.800134E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_602.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_602.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_602.jpg, 0, 0, 0, 7.79957E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_703.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_703.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_703.jpg, 0, 0, 0, 7.862256E-05
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_805.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_805.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_805.jpg, 0, 0.1568784, 0, 0.06390978
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_32_908.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_32_908.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_32_908.jpg, 0, 0.4557981, 0, 0.4554248
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_009.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_009.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_009.jpg, -0.2679483, 0.7567637, 0, 1.190474
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_109.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_109.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_109.jpg, -0.5620074, 1, 0, 2.309617
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_210.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_210.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_210.jpg, -0.8616879, 0.9197254, 0, 3.413073
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_312.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_312.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_312.jpg, -0.5780674, 0.6139216, 0, 4.270544
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_414.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_414.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_414.jpg, -0.2861104, 0.3219646, 0, 4.764242
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_515.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_515.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_515.jpg, 0, 0.5652837, 0, 5.348844
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_618.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_618.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_618.jpg, 0, 0.873942, 0, 6.192088
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_718.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_718.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_718.jpg, 0, 1, 0, 7.329052
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_819.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_819.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_819.jpg, 0, 1, 0, 8.462544
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_33_922.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_33_922.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_33_922.jpg, 0, 1, 0, 9.584996
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_026.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_026.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_026.jpg, 0, 1, 0, 10.69642
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_128.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_128.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_128.jpg, 0, 0.9874897, 0, 11.63426
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_231.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_231.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_231.jpg, -0.2594181, 0.6957662, 0, 12.49873
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_331.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_331.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_331.jpg, -0.560952, 0.3942323, 0, 13.03007
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_433.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_433.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_433.jpg, -0.617791, 0.09047726, 0, 12.92952
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_533.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_533.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_533.jpg, -0.3186217, 0, 0, 12.89827
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_636.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_636.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_636.jpg, 0, 0.0865851, 0, 12.76947
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_738.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_738.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_738.jpg, 0, 0.3916719, 0, 12.80828
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_840.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_840.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_840.jpg, 0, 0.09332277, 0, 12.96384
C:\Users\Mukesh\Documents\poonam\IMG\center_2020_04_13_11_43_34_942.jpg, C:\Users\Mukesh\Documents\poonam\IMG\left_2020_04_13_11_43_34_942.jpg, C:\Users\Mukesh\Documents\poonam\IMG\right_2020_04_13_11_43_34_942.jpg, 0, 0.1017975, 0, 13.12948
